timestamp,device_id,device_type,cpu_usage,memory_usage,network_in_kb,network_out_kb,packet_rate,avg_response_time_ms,service_access_count,failed_auth_attempts,is_encrypted,geo_location_variation,label
2025-06-20 12:52:50.452400,smart_light_22,smart,87.3,29.59,912,65,158,30.6,5,8,0,9.83,Normal
2025-06-20 12:52:51.452400,smart_light_47,smart,36.47,62.52,942,904,339,177.03,8,2,1,10.88,Normal
2025-06-20 12:52:52.452400,sensor_43,sensor,31.78,50.74,407,286,285,321.87,5,6,1,3.29,Normal
2025-06-20 12:52:53.452400,camera_22,camera,95.0,76.58099999999999,2384,753,2000,685.8000000000001,5,2,0,18.05,Anomaly_DoS
2025-06-20 12:52:54.452400,camera_12,camera,67.4,42.29,1461,454,260,449.43,7,10,0,6.91,Normal
2025-06-20 12:52:55.452400,smart_light_7,smart,28.54,23.35,477,197,149,392.78,1,8,0,8.79,Normal
2025-06-20 12:52:56.452400,smart_light_40,smart,42.4,82.01,703,249,92,371.57,2,9,0,18.76,Normal
2025-06-20 12:52:57.452400,sensor_38,sensor,54.74,40.13,1029,306,385,36.04,8,7,1,8.51,Normal
2025-06-20 12:52:58.452400,sensor_49,sensor,70.71,78.76,982,569,621,192.96,6,5,0,8.64,Normal
2025-06-20 12:52:59.452400,smart_light_15,smart,21.99,68.51,749,293,892,429.54,6,1,1,19.41,Normal
2025-06-20 12:53:00.452400,camera_25,camera,84.17,77.28,208,448,413,419.32,8,6,1,15.03,Normal
2025-06-20 12:53:01.452400,camera_28,camera,47.79,22.14,62,1051,994,185.83,6,1,1,16.21,Normal
2025-06-20 12:53:02.452400,camera_4,camera,24.92,72.22,941,859,763,135.66,6,5,0,4.81,Normal
2025-06-20 12:53:03.452400,sensor_33,sensor,24.36,56.75,411,1074,516,353.58,9,2,1,2.76,Normal
2025-06-20 12:53:04.452400,camera_15,camera,15.34,39.99,1077,1330,50,400.62,1,3,0,11.61,Normal
2025-06-20 12:53:05.452400,sensor_48,sensor,76.295,29.716,308,805,2000,169.77599999999998,3,0,0,19.88,Anomaly_DoS
2025-06-20 12:53:06.452400,thermostat_50,thermostat,48.45,29.67,927,659,859,23.83,9,2,0,1.33,Normal
2025-06-20 12:53:07.452400,camera_1,camera,52.97,62.3,829,458,856,226.6,3,0,1,15.37,Normal
2025-06-20 12:53:08.452400,sensor_14,sensor,52.505,47.994,772,985,345,892.89,6,0,1,19.41,Anomaly_DoS
2025-06-20 12:53:09.452400,thermostat_32,thermostat,74.6,20.07,321,61,834,304.86,2,3,1,19.4,Normal
2025-06-20 12:53:10.452400,thermostat_14,thermostat,68.94,62.91,407,476,669,304.9,6,9,1,17.58,Normal
2025-06-20 12:53:11.452400,thermostat_28,thermostat,22.83,18.73,851,755,405,454.26,6,7,0,11.35,Normal
2025-06-20 12:53:12.452400,camera_42,camera,39.31,35.81,1481,938,825,234.78,2,3,0,6.5,Normal
2025-06-20 12:53:13.452400,camera_41,camera,37.69,52.37,240,586,105,258.33,9,3,0,6.78,Normal
2025-06-20 12:53:14.452400,smart_light_21,smart,13.98,55.66,955,724,399,448.48,9,2,1,13.46,Normal
2025-06-20 12:53:15.452400,thermostat_9,thermostat,50.1,15.07,458,434,62,424.81,8,10,0,18.25,Normal
2025-06-20 12:53:16.452400,smart_light_33,smart,69.34,63.29,721,1287,512,34.23,6,8,0,7.81,Normal
2025-06-20 12:53:17.452400,sensor_8,sensor,51.7,43.05,750,171,50,183.29,3,3,0,5.0,Normal
2025-06-20 12:53:18.452400,thermostat_9,thermostat,84.97,71.42,29,22,778,492.73,5,10,1,8.66,Normal
2025-06-20 12:53:19.452400,camera_9,camera,32.07,60.0,712,259,483,200.66,9,9,0,15.43,Normal
2025-06-20 12:53:20.452400,sensor_17,sensor,66.1,34.54,218,1298,346,304.62,6,3,0,18.56,Normal
2025-06-20 12:53:21.452400,thermostat_2,thermostat,23.74,67.87,699,270,836,413.67,1,0,0,14.19,Normal
2025-06-20 12:53:22.452400,smart_light_30,smart,22.28,55.78,969,1001,124,307.19,1,3,1,14.91,Normal
2025-06-20 12:53:23.452400,thermostat_5,thermostat,15.1,66.84,1723,454,779,220.41,15,10,0,15.654438871140538,Anomaly_Spoofing
2025-06-20 12:53:24.452400,thermostat_11,thermostat,33.13,24.53,1372,1260,661,187.7,5,10,1,11.16,Normal
2025-06-20 12:53:25.452400,smart_light_28,smart,16.89,82.92,146,1085,495,384.74,3,4,1,7.9,Normal
2025-06-20 12:53:26.452400,smart_light_48,smart,52.04,19.06,1279,1487,420,200.87,6,3,0,13.77,Normal
2025-06-20 12:53:27.452400,sensor_19,sensor,79.49,37.97,1149,367,682,244.04,6,9,1,7.6,Normal
2025-06-20 12:53:28.452400,smart_light_23,smart,33.55,46.45,1343,1015,613,365.54,7,1,0,5.89,Normal
2025-06-20 12:53:29.452400,thermostat_49,thermostat,28.62,48.18,230,717,694,23.56,2,10,0,19.24,Normal
2025-06-20 12:53:30.452400,thermostat_30,thermostat,84.24,41.34,889,241,334,400.61,8,10,0,8.11,Normal
2025-06-20 12:53:31.452400,camera_44,camera,34.88,61.13,1079,1475,698,135.28,1,10,0,5.15,Normal
2025-06-20 12:53:32.452400,camera_34,camera,28.13,16.96,672,439,925,213.88,8,10,1,6.13,Normal
2025-06-20 12:53:33.452400,sensor_8,sensor,76.52,44.09,58,735,230,167.57,7,3,1,10.59,Normal
2025-06-20 12:53:34.452400,sensor_30,sensor,81.09,80.2,1039,1296,199,58.05,3,2,0,6.51,Normal
2025-06-20 12:53:35.452400,smart_light_32,smart,63.21,73.03,452,642,109,218.12,2,3,0,7.65,Normal
2025-06-20 12:53:36.452400,smart_light_45,smart,31.31,70.65,16,514,969,345.92,7,9,0,17.2,Normal
2025-06-20 12:53:37.452400,smart_light_39,smart,38.95,14.95,807,982,373,235.19,15,7,1,15.114516126870136,Anomaly_Spoofing
2025-06-20 12:53:38.452400,sensor_17,sensor,54.136,46.63,819,471,404,463.48,13,10,0,9.53,Anomaly_Injection
2025-06-20 12:53:39.452400,smart_light_43,smart,30.36,13.47,456,50,827,118.06,9,2,1,17.72,Normal
2025-06-20 12:53:40.452400,smart_light_19,smart,63.18,74.69,1318,1166,510,476.02,8,9,0,2.54,Normal
2025-06-20 12:53:41.452400,camera_23,camera,85.385,80.624,1596,862,1259,116.352,6,8,0,9.95,Anomaly_DoS
2025-06-20 12:53:42.452400,sensor_16,sensor,73.01,62.0,178,532,737,181.71,6,4,1,19.23,Normal
2025-06-20 12:53:43.452400,thermostat_33,thermostat,16.39,24.27,726,1110,333,76.38,3,2,1,12.89,Normal
2025-06-20 12:53:44.452400,thermostat_10,thermostat,95.0,90.0,2288,1114,832,837.3779999999999,5,3,1,13.78,Anomaly_DoS
2025-06-20 12:53:45.452400,sensor_32,sensor,47.8,28.16,824,1261,386,340.99,1,2,1,18.73,Normal
2025-06-20 12:53:46.452400,camera_32,camera,80.0,38.97,1353,174,200,308.99,12,12,0,6.83,Anomaly_Injection
2025-06-20 12:53:47.452400,smart_light_10,smart,39.92,47.97,1410,232,553,47.93,5,5,1,7.94,Normal
2025-06-20 12:53:48.452400,sensor_29,sensor,23.14,22.3,680,198,298,54.18,3,2,0,10.67,Normal
2025-06-20 12:53:49.452400,smart_light_30,smart,69.51,72.28,513,1408,244,58.68,9,10,1,10.8,Normal
2025-06-20 12:53:50.452400,thermostat_3,thermostat,38.11,77.36,1165,1250,295,439.27,6,5,1,14.76,Normal
2025-06-20 12:53:51.452400,sensor_38,sensor,34.99,28.38,618,867,667,259.02,7,9,0,14.17,Normal
2025-06-20 12:53:52.452400,camera_40,camera,63.29,28.83,675,1150,887,260.56,9,1,1,3.49,Normal
2025-06-20 12:53:53.452400,thermostat_24,thermostat,27.95,44.56,768,642,433,253.88,3,4,1,2.62,Normal
2025-06-20 12:53:54.452400,thermostat_50,thermostat,86.49,69.62,1224,553,406,469.2,9,7,1,18.85,Normal
2025-06-20 12:53:55.452400,camera_37,camera,80.0,28.2,1639,620,908,169.6,18,11,0,5.32,Anomaly_Injection
2025-06-20 12:53:56.452400,smart_light_45,smart,29.45,58.63,1220,558,180,184.68,5,4,0,13.29,Normal
2025-06-20 12:53:57.452400,sensor_50,sensor,95.0,53.025,2754,993,1129,871.812,8,2,0,16.13,Anomaly_DoS
2025-06-20 12:53:58.452400,smart_light_7,smart,24.62,72.86,688,321,990,102.59,9,0,0,0.01,Normal
2025-06-20 12:53:59.452400,thermostat_17,thermostat,45.03,12.24,1369,197,674,322.99,8,7,0,14.94,Normal
2025-06-20 12:54:00.452400,smart_light_8,smart,38.9,65.869,980,2188,1696,647.676,4,5,0,17.82,Anomaly_DoS
2025-06-20 12:54:01.452400,thermostat_5,thermostat,11.35,27.13,1045,767,536,219.85,2,8,0,3.32,Normal
2025-06-20 12:54:02.452400,camera_22,camera,33.56,45.12,1237,675,898,77.85,3,4,0,1.41,Normal
2025-06-20 12:54:03.452400,thermostat_40,thermostat,50.8,16.75,1195,69,478,221.89,2,3,0,11.74,Normal
2025-06-20 12:54:04.452400,thermostat_33,thermostat,40.89,24.85,1241,994,50,260.9,3,10,0,18.3,Normal
2025-06-20 12:54:05.452400,smart_light_29,smart,68.05,55.87,142,1396,148,236.36,7,0,0,9.9,Normal
2025-06-20 12:54:06.452400,camera_33,camera,80.6,72.65,274,930,56,365.88,13,6,0,17.22750482176701,Anomaly_Spoofing
2025-06-20 12:54:07.452400,sensor_5,sensor,72.93,58.95,761,688,113,274.93,2,6,0,13.12,Normal
2025-06-20 12:54:08.452400,sensor_2,sensor,57.58,31.79,378,719,514,403.0,3,7,1,8.07,Normal
2025-06-20 12:54:09.452400,sensor_37,sensor,37.46,39.56,854,840,364,309.17,6,3,0,10.54,Normal
2025-06-20 12:54:10.452400,sensor_23,sensor,46.19,15.85,816,1071,219,393.36,6,9,1,4.75,Normal
2025-06-20 12:54:11.452400,camera_20,camera,23.04,28.41,1141,383,684,281.99,5,0,0,17.05,Normal
2025-06-20 12:54:12.452400,sensor_8,sensor,79.98,50.27,107,250,948,84.65,8,0,0,10.81,Normal
2025-06-20 12:54:13.452400,camera_50,camera,19.12,78.96,1392,926,391,311.6,6,6,0,12.44,Normal
2025-06-20 12:54:14.452400,camera_22,camera,68.67,15.04,162,431,352,326.25,2,4,0,10.82,Normal
2025-06-20 12:54:15.452400,smart_light_11,smart,57.245,62.657999999999994,2806,2016,2000,546.984,5,3,1,16.98,Anomaly_DoS
2025-06-20 12:54:16.452400,smart_light_35,smart,16.37,83.38,698,1016,729,321.84,9,0,0,5.76,Normal
2025-06-20 12:54:17.452400,camera_37,camera,73.096,42.27,1906,418,893,255.41,15,12,0,9.87,Anomaly_Injection
2025-06-20 12:54:18.452400,smart_light_38,smart,59.81,48.28,1406,205,50,270.46,7,9,0,12.96,Normal
2025-06-20 12:54:19.452400,smart_light_37,smart,87.02,23.67,1044,1225,912,273.7,4,7,1,19.11,Normal
2025-06-20 12:54:20.452400,sensor_23,sensor,73.32,45.31,980,425,616,279.21,1,3,0,17.31,Normal
2025-06-20 12:54:21.452400,thermostat_49,thermostat,49.22,45.98,432,302,294,331.99,1,4,0,6.66,Normal
2025-06-20 12:54:22.452400,sensor_28,sensor,88.3,30.36,1450,166,795,231.07,2,4,0,15.75,Normal
2025-06-20 12:54:23.452400,sensor_1,sensor,10.56,36.04,911,354,335,63.9,8,9,1,8.44,Normal
2025-06-20 12:54:24.452400,camera_1,camera,21.62,24.93,419,351,505,454.5,2,5,1,9.07,Normal
2025-06-20 12:54:25.452400,camera_3,camera,63.11,23.78,239,241,882,361.41,4,2,1,18.05,Normal
2025-06-20 12:54:26.452400,camera_11,camera,80.0,39.87,1386,380,231,394.4,14,11,0,7.34,Anomaly_Injection
2025-06-20 12:54:27.452400,sensor_27,sensor,11.15,67.28,721,118,128,321.62,5,9,1,4.81,Normal
2025-06-20 12:54:28.452400,sensor_46,sensor,21.19,76.36,210,137,621,141.23,6,4,1,9.78,Normal
2025-06-20 12:54:29.452400,smart_light_15,smart,26.9,15.22,149,882,759,351.04,10,6,1,17.271224377458076,Anomaly_Spoofing
2025-06-20 12:54:30.452400,camera_5,camera,95.0,89.30799999999999,2088,514,777,820.116,5,0,0,11.08,Anomaly_DoS
2025-06-20 12:54:31.452400,sensor_36,sensor,32.632,39.59,2395,945,731,281.91,12,14,0,17.44,Anomaly_Injection
2025-06-20 12:54:32.452400,smart_light_10,smart,77.71,76.14,685,792,426,375.23,6,6,0,1.39,Normal
2025-06-20 12:54:33.452400,thermostat_13,thermostat,20.93,24.42,1009,173,543,423.6,9,6,1,8.56,Normal
2025-06-20 12:54:34.452400,thermostat_25,thermostat,52.67,72.36,1404,590,356,236.41,3,10,1,17.19,Normal
2025-06-20 12:54:35.452400,camera_29,camera,35.46,43.71,631,187,608,302.05,13,8,1,17.157699016345866,Anomaly_Spoofing
2025-06-20 12:54:36.452400,camera_8,camera,84.94,36.67,1055,224,254,228.92,10,6,1,19.26686228227349,Anomaly_Spoofing
2025-06-20 12:54:37.452400,sensor_42,sensor,33.23,75.38,693,654,399,445.37,3,2,1,17.15,Normal
2025-06-20 12:54:38.452400,camera_50,camera,17.13,81.65,759,1498,609,76.45,1,10,1,3.87,Normal
2025-06-20 12:54:39.452400,smart_light_16,smart,43.69,66.04,11,393,589,162.98,4,1,0,6.02,Normal
2025-06-20 12:54:40.452400,sensor_6,sensor,95.0,34.422,2724,736,750,799.1460000000001,3,1,0,19.75,Anomaly_DoS
2025-06-20 12:54:41.452400,smart_light_39,smart,53.85,45.73,1464,347,909,303.93,7,3,0,11.64,Normal
2025-06-20 12:54:42.452400,thermostat_27,thermostat,59.49,21.62,235,601,349,361.79,7,10,1,11.28,Normal
2025-06-20 12:54:43.452400,sensor_4,sensor,42.16,60.76,1034,1215,812,53.39,4,8,1,8.4,Normal
2025-06-20 12:54:44.452400,sensor_15,sensor,77.75,47.64,738,835,131,291.34,5,6,0,15.09,Normal
2025-06-20 12:54:45.452400,thermostat_42,thermostat,60.73,81.63,129,1159,752,149.29,7,9,1,13.19,Normal
2025-06-20 12:54:46.452400,thermostat_4,thermostat,33.9,64.28,1396,464,980,127.66,2,1,1,1.54,Normal
2025-06-20 12:54:47.452400,smart_light_42,smart,27.09,35.69,1102,117,509,269.0,3,4,1,0.91,Normal
2025-06-20 12:54:48.452400,sensor_22,sensor,28.01,27.28,1035,358,343,42.77,6,2,1,9.48,Normal
2025-06-20 12:54:49.452400,camera_38,camera,37.6,62.72,1026,498,710,187.14,2,7,0,14.4,Normal
2025-06-20 12:54:50.452400,thermostat_19,thermostat,68.24,74.93,756,356,837,103.84,9,9,0,6.13,Normal
2025-06-20 12:54:51.452400,camera_6,camera,11.5,24.01,628,92,412,117.38,1,9,0,5.98,Normal
2025-06-20 12:54:52.452400,thermostat_29,thermostat,28.1,41.48,1140,769,769,181.61,1,2,0,18.44,Normal
2025-06-20 12:54:53.452400,camera_50,camera,35.18,49.52,709,878,885,436.28,9,6,1,10.57,Normal
2025-06-20 12:54:54.452400,smart_light_20,smart,83.8,46.18,76,227,337,368.22,1,1,1,7.23,Normal
2025-06-20 12:54:55.452400,sensor_36,sensor,88.59,68.93,862,102,50,70.52,3,7,1,12.13,Normal
2025-06-20 12:54:56.452400,sensor_14,sensor,25.8,13.84,145,645,774,414.12,3,6,1,13.27,Normal
2025-06-20 12:54:57.452400,sensor_29,sensor,59.704,82.94,1103,419,504,32.24,14,13,0,16.57,Anomaly_Injection
2025-06-20 12:54:58.452400,smart_light_22,smart,58.97,82.71,495,250,751,40.96,2,4,1,10.14,Normal
2025-06-20 12:54:59.452400,camera_10,camera,70.28,55.07,1492,985,726,497.08,6,9,1,14.29,Normal
2025-06-20 12:55:00.452400,camera_34,camera,33.87,50.26,1368,1281,309,191.46,8,8,1,5.69,Normal
2025-06-20 12:55:01.452400,camera_43,camera,81.01,68.03,237,1082,835,89.28,5,9,0,17.25,Normal
2025-06-20 12:55:02.452400,thermostat_8,thermostat,41.068,43.68,1661,107,215,244.03,16,11,0,6.5,Anomaly_Injection
2025-06-20 12:55:03.452400,smart_light_50,smart,12.11,79.6,1308,595,185,53.14,2,6,1,12.04,Normal
2025-06-20 12:55:04.452400,camera_29,camera,68.71,21.73,178,1039,519,198.48,7,7,1,9.11,Normal
2025-06-20 12:55:05.452400,camera_39,camera,47.21,11.18,480,17,924,161.09,2,4,1,1.82,Normal
2025-06-20 12:55:06.452400,sensor_21,sensor,13.73,76.45,261,930,652,172.42,8,5,0,4.28,Normal
2025-06-20 12:55:07.452400,smart_light_29,smart,15.72,15.14,457,700,631,369.78,2,4,0,13.68,Normal
2025-06-20 12:55:08.452400,sensor_41,sensor,24.6,84.79,1439,162,656,453.57,1,0,1,2.48,Normal
2025-06-20 12:55:09.452400,smart_light_37,smart,76.64,37.334,2658,1971,2000,213.12,1,0,0,8.89,Anomaly_DoS
2025-06-20 12:55:10.452400,sensor_44,sensor,80.44,57.88,1497,1359,395,38.98,1,10,0,12.88,Normal
2025-06-20 12:55:11.452400,camera_45,camera,83.26,43.32,1312,854,102,403.19,5,0,0,1.02,Normal
2025-06-20 12:55:12.452400,sensor_47,sensor,75.17,66.82,691,39,350,228.78,2,9,1,3.22,Normal
2025-06-20 12:55:13.452400,thermostat_2,thermostat,23.36,37.79,1228,1141,50,24.63,1,3,0,9.33,Normal
2025-06-20 12:55:14.452400,sensor_8,sensor,81.11,23.67,720,70,50,23.59,7,8,1,0.48,Normal
2025-06-20 12:55:15.452400,sensor_4,sensor,31.91,58.38,931,92,260,326.87,4,4,0,9.32,Normal
2025-06-20 12:55:16.452400,sensor_13,sensor,26.57,12.83,524,1027,767,304.41,4,9,0,11.66,Normal
2025-06-20 12:55:17.452400,camera_39,camera,66.4,66.65,150,1206,68,437.82,4,3,1,10.94,Normal
2025-06-20 12:55:18.452400,camera_9,camera,49.84,42.0,2284,315,566,330.6,19,10,0,15.56,Anomaly_Injection
2025-06-20 12:55:19.452400,camera_37,camera,80.0,21.63,2077,160,950,217.27,12,9,1,1.36,Anomaly_Injection
2025-06-20 12:55:20.452400,smart_light_47,smart,73.28,45.5,573,1124,637,453.38,12,5,1,19.22217167397683,Anomaly_Spoofing
2025-06-20 12:55:21.452400,sensor_28,sensor,80.0,43.78,160,805,859,408.6,13,12,0,19.39,Anomaly_Injection
2025-06-20 12:55:22.452400,sensor_4,sensor,95.0,90.0,2196,1848,825,613.926,2,2,0,1.39,Anomaly_DoS
2025-06-20 12:55:23.452400,sensor_40,sensor,95.0,90.0,266,420,474,583.9380000000001,1,0,1,1.87,Anomaly_DoS
2025-06-20 12:55:24.452400,camera_27,camera,31.13,30.27,840,57,617,217.62,2,0,0,13.07,Normal
2025-06-20 12:55:25.452400,thermostat_37,thermostat,36.37,72.06,1484,1170,744,190.47,5,6,0,1.05,Normal
2025-06-20 12:55:26.452400,smart_light_41,smart,68.19,60.63,411,805,680,196.59,7,4,1,15.93,Normal
2025-06-20 12:55:27.452400,thermostat_12,thermostat,27.88,32.59,608,361,776,294.48,4,5,0,0.32,Normal
2025-06-20 12:55:28.452400,sensor_23,sensor,36.07,72.74,1117,110,802,105.95,9,10,0,17.37,Normal
2025-06-20 12:55:29.452400,thermostat_46,thermostat,83.06,67.71,1069,374,588,354.28,3,0,0,7.97,Normal
2025-06-20 12:55:30.452400,thermostat_50,thermostat,95.0,67.78,958,253,919,564.894,2,7,0,12.11,Anomaly_DoS
2025-06-20 12:55:31.452400,camera_3,camera,69.3,67.62,1477,657,50,430.25,1,2,1,17.23,Normal
2025-06-20 12:55:32.452400,thermostat_49,thermostat,88.62,78.01,1446,44,50,120.94,8,8,0,1.79,Normal
2025-06-20 12:55:33.452400,thermostat_33,thermostat,69.72,10.94,1099,382,443,488.72,5,10,0,1.49,Normal
2025-06-20 12:55:34.452400,smart_light_3,smart,79.85,34.28,882,1070,778,227.6,7,1,0,2.34,Normal
2025-06-20 12:55:35.452400,smart_light_8,smart,52.05,11.64,615,553,978,210.97,9,2,1,8.71,Normal
2025-06-20 12:55:36.452400,camera_46,camera,52.67,36.3,963,1111,792,353.09,3,3,1,6.61,Normal
2025-06-20 12:55:37.452400,smart_light_44,smart,37.83,12.84,1415,301,163,285.13,1,1,1,16.76,Normal
2025-06-20 12:55:38.452400,thermostat_35,thermostat,80.1,39.84,1457,493,263,495.05,3,7,1,8.89,Normal
2025-06-20 12:55:39.452400,thermostat_30,thermostat,58.95,34.19,582,1083,724,405.74,6,8,1,4.67,Normal
2025-06-20 12:55:40.452400,sensor_18,sensor,74.975,90.0,2206,211,1657,321.696,1,2,0,9.67,Anomaly_DoS
2025-06-20 12:55:41.452400,thermostat_33,thermostat,80.67,43.33,1483,275,354,27.98,1,0,1,7.09,Normal
2025-06-20 12:55:42.452400,thermostat_29,thermostat,52.27,27.78,258,636,174,322.83,9,1,0,16.13,Normal
2025-06-20 12:55:43.452400,camera_48,camera,42.663999999999994,81.34,2032,168,581,483.91,14,10,0,5.42,Anomaly_Injection
